,Account,Post,Tag,Likes,Comments
464,zaidanprtm,sok ganteng  : @ilhamprabaswara,[],131,"['Boleh juga lah wkkkkwk', 'boleh kak zaidan nya @amaliaputrianwar', '', 'palalo bujur sangkar ya', '@ptriciairene', 'Wkwkwkwk batokkkk', 'wowoooo, ada film baru gaaaa wkwkwk @purwoputraa', 'Mas dari TPS berapa??', 'efeknya kebagusan zai', 'Minta dimusuhin zai @zaidanprtm @adindafpv', ' on fleek banget ya bang', 'when you see doi', 'udah emang gaada tobatnya musuhin aja @adindafpv @nabilfaadillah @zaidanprtm', 'uwww', 'ketawa jangan? @bydkl_dyandra // @adindafpv oh jadi gini din? // emang musuhin aja lah ini @nabilfaadillah // difriendzone in sakit pak @zhegian_ag // halo!!! @nadhinesm // @kazizah y', '@zhegian_ag @nabilfaadillah @zaidanprtm heh provokator, maksud gue lightningnya on point gitu yaallah wkwk', 'Udahlah din kita musuhan lg aja @adindafpv', 'udah lah din kita udahan aja, aku gabisa diginiin @adindafpv @zhegian_ag @nabilfaadillah', '@zaidanprtm gaada tokwkwkwwkk', '@liwar937 songong banget lu, followers banyak ga bikin masuk surga!', 'Bibir mengalahkan kylie jenner', 'oke zar tengs yah @zarraajriya', 'Baah yang moto siape ye?', 'Ohiya, lupa @ilhamprabaswara', '@zaidanprtm wkwkwk', '*bancolan', 'Malu karena Followers dikit? ke@FOLLOWERSJASANAIKIN coba beli kak, harga murah, kualitas OK Punya', '@axel_escobar_br mau beli drone yang bisa dinaikin dong biar bisa naik haji tanpa bayar travel bisa ngga mas? Followers banyak ga bikin naik haji juga :(', 'Widihhhh.. fotonya keren kak', 'kyk roti bakar', 'Assalamualaikum follback ka @zaidanprtm']"
465,zaidanprtm,Mobil nya kayak mobil-mobilan  #parkourindonesia #parkour #rooftop #explorejakarta #happysunday,"['parkourindonesia', 'parkour', 'rooftop', 'explorejakarta', 'happysunday']",150,"['jalanan kaya lego :( @zaidanprtm', 'kaki gua yang gede si sebenernya wkwk @azzahracq', 'intinya si serem wkwk @zaidanprtm', 'yah sepatunye ancur', 'pengen jorokin rasanya', 'setan kali ah @azzahracq // beliin dong pak @ahmdhafidz // jangan dong nanti gaketemu gue lagi lo sedih @wulanhpsri', 'Ntaps', 'D omelin lu dan Ama security fcj', '@b3doel ngga selaw wkwk', 'udh jatuh blm', 'jatoh cinta udah (2) @febriannadk', 'Mama gasuka ya kamu main diatas gedung', 'cek dm dan', 'iya ma ampun, ga lagi2 ma @amanda.normanita', 'Biar apa sih', 'Biar biur @ptriciairene', 'Awas jatoh', 'Insha Allah ngga kak @nindyanoviani']"
466,zaidanprtm,"Precision jump (sorry for bad edit) @ikhsannurfajar_ 
#parkour #parkourindonesia #jump #flip #mentalblock #vaulting #precision","['parkour', 'parkourindonesia', 'jump', 'flip', 'mentalblock', 'vaulting', 'precision']",111,"['ididii', 'apa cuma gue yg geregetan knp zaidan galompat ke tangga teratas', 'ketahuilah jarak nya jauh :( @tabitharnl', 'ngasah skill di pager rumah siape jai', 'Gue bisa ga ye', 'Besok nyoba deh', '', 'ada guide nya kalo mau nyewa @qyarez', 'Lu aje', 'jAH @qyarez', 'Kaki tuh', 'harusnya apa :( @irzahwaaaaa', 'Itu ngapain', 'berdoa dan berusaha @ptriciairene', 'EMESJ', 'EMESH', 'Lu emg kl naik tangga hrs loncat gt ye jai?? Gua pgn praktekin jg ah', 'Mantap, sekarang udah ada progress lagi gk?', 'ya lumayan, sekarang lebih ada mental buat ngelakuin ini hahaha @ridhotooltoul']"
467,zaidanprtm,"Make a high jump! 
#parkour #parkourindonesia #jump #flip #mentalblock  : @bimafernendes","['parkour', 'parkourindonesia', 'jump', 'flip', 'mentalblock']",129,"['jatoh kek', 'dicariin rana @ahmdhafidz', 'Zai jgn bunuh diri', 'masih sayang keluarga gue van @vaniaoctora', 'tap 2x dan lihat yg terjadi', 'Ga sayang aq? Wkwkwwk', 'bim pars jepretan lu nda ada yang bagus @bimafernendes setelah gue lihat2 ini doang yang layak post wkwkwkkw', 'jatoh', 'dong', 'Kewl ..', ""@zaidanprtm maafkan... kan gue bukan '#davidphotograph' @davidmarulipakpahan"", 'Bngsy  gue ditarik2 wkwkkw', 'Kewl itu apaan kak? Wkwk @tebefadhli // #davidphotography @bimafernendes @davidmarulipakpahan', '@zaidanprtm cool wkwk', 'ooh wkwk @tebefadhli', 'Jgn loncat @zaidanprtm ntar msk tv loh', 'udh jatoh blm?', 'Jatoh cinta udah feb @febriannadk']"
468,zaidanprtm,"mainan baru, tapi masih jelek wkwk #parkour #parkourindonesia #flip","['parkour', 'parkourindonesia', 'flip']",103,"['jah', 'ngapainsi', 'jumpalitan @qyarez @finazahran', 'mau dibilang apasi dan', 'Jah', 'iyain @glenoni jah mulu dag @qyarez', 'jamet', 'ati"" patah lagi', 'Jah', 'apaansi lu eh, @qyarez', 'yeay ada gua', 'Gue drtd merhatiin bimanya', '@qyarez <-- ini yg lu bilang lucu bim? @bimafernendes', 'Jah']"
469,zaidanprtm,"Eat. Sleep. Train. #parkour #parkourindonesia #vaulting #flip #handstand #artofmovement #artofmotion @parkourindonesia 
Cr : @nabila25disya","['parkour', 'parkourindonesia', 'vaulting', 'flip', 'handstand', 'artofmovement', 'artofmotion']",105,"['Cie', 'Anak parkour', 'Oh ini yang pas clean up day ngebet foto', 'Didikan @aca_awadhivan kak @nindyanoviani wkwk // iye dong @nabilasimamora', 'Komuk tolong', 'Bawel banget foto doang', 'awas jatoh', 'Wakwaw?', 'Komuk tlg dijaga mas', 'udah dilike ya', 'Clean up tuh', 'kece dari lahir @ptriciairene @nikenurfitaa @viviindahf // jatoh, cinta? @arsitawickrama', '@zaidanprtm becandaaa', 'awas nyungsep de yha', 'awas nyungsep de yha', 'Just parkour thing', 'Nax parkur banget dan wkwk', '@qyarez // haikyuu udh keluar blm? @rezanurdiansyahfirdaus wkwk', 'Udeh baru 2epsd', 'Dikit lagi dibekukan', 'Yee parkour mah td cleanup day @vaniaoctora', 'banyak tingkah ler', 'Wkwkwk batok', 'Ehehehehe @purwoputraa', 'Anak parkir', 'Follback dan @zaidanprtm', 'Follback dan', 'Oh jadi ini yg bikin gakbisa ngebentang bendera', 'Stalker parcok @ptriciairene']"
470,zaidanprtm,"After school #handstand #parkour #parkourindonesia #vaulting

@parkourindonesia @ahmdhariss","['handstand', 'parkour', 'parkourindonesia', 'vaulting']",107,"['Tjiah', 'serem kaka', 'iya tau', 'Kaka siapa nay? @masayudinahya', 'Pas udah abis rapat ini @nikenurfitaa @febriannadk', 'sok sokan', 'Blm ae jatoh pak', '  ', '0 to ', 'HAH DEMI APA', 'ada apa wul? @wulanhpsri // jatoh hati pak @ptriciairene // cr to the @aca_awadhivan @qyarez wkwk', 'Sixpacknya tutupin zai', 'wow', 'turn back,do flip', 'kok bisa si', 'ajarin dund', 'jimayu @qyarez // ehehehe @tabitharnl', 'ler', 'Congkak', '', '^ciye dikomen siape tu zai. artis', '^ ciye dikomen siape tu zai. artis (2)', 'porno ih keliatan', 'instruktur yoga luar negeri @qyarez', 'Hasil edukasi ppg olahraga?', 'Sedikit @ndapee', 'Sadisslahhh', 'Calon2 yoga nih', 'Kaya tiang', 'g man g @amanda.normanita // ehehe @vaniaoctora', 'kaka yang ituuu zaaii WKWKW', 'b aja ketawanya sii @masayudinahya', 'sick', 'kecengklak aje', 'Fllbck dan', 'Flbck kak', 'Polbk k', 'Gausa pamer perut da bang jai kea bagus aja ;(', 'terserah~@kazizah', 'Followback']"
471,farhanherdianp_,"Selamat Hari Tani Nasional 2018

Credit to : @nobodycorp",[],27,"['Lo jadi petani sekarang? Pesen beras dong ', 'Bang folbek', 'followbackkkkkkkkkk']"
472,farhanherdianp_,,[],24,"['Eat that shit, Madafaka']"
473,farhanherdianp_,,[],25,"['Ngegym lah sini', 'ini apaan wan']"
474,farhanherdianp_,A Czech scout girl is facing a right wing activist,[],20,['oke bos']
475,farhanherdianp_,,[],26,[]
476,farhanherdianp_,Resiko punya blog isi nye konten bajakan gini nih wkwkw,[],15,"['ggwp bikin akun baru lagi..', '@xatsuriyo kagak dibanned, cuma dihapus artikelnya']"
477,farhanherdianp_,Selamat hari ibu,[],15,"['Om TELOLET OM', 'Om Telolet Om', 'Vakekok om vakekok', '@nugrahenia_ zeeeb ga mhanx ?', 'Gx mhanx @farhanherdianp_', '@nugrahenia_ yahh']"
478,farhanherdianp_,Learn the difference !,[],12,[]
479,farhanherdianp_,RIP Chicken :'(,[],14,"['Saya telah memakan berita hoax :v', 'Rip chicken', 'Goblok', 'people nowdays']"
480,farhanherdianp_,,[],29,"['Kucel bgt muka saya -.-', '@sarahnurapriyani tetep cantik kok bu wkwkw', 'gombal', 'Lo jd mirip opik @farhanherdianp_', 'boyo wkwk', 'kece bangetsih', '@sarahnurapriyani bu foto sama saya keren loh', '@rafirizqi20 kan udah tadi fi', 'Orang homo', 'Him', 'Han follback']"
481,farhanherdianp_,T O T A L I T A S,[],15,"['Bidadari ', 'Follback hann @farhanherdianp_']"
482,farhanherdianp_,Kelas menengah ngehek in a nutshell,[],6,[]
483,adi_iii,"[DIRGAHAYU KPM UNJ KE-21]

Saya Adi Rahman, mengucapkan selamat ulang tahun untuk Kelompok Peneliti Muda Universitas Negeri Jakarta yang ke-21.

Semoga kpm dapat membentuk peneliti muda yang berkualitas dan dapat menghasilkan penelitian-penelitian yang bermanfaat bagi bangsa dan negara.

Saya siap untuk berpartisipasi dalam acara Hari Ulang Tahun KPM yang akan dilaksanakan pada tanggal 25 Agustus 2019.

#KPMUNJ2019
#KPMProgresif
#GembiraBerkarya
#MenelitiMembangunBangsa
#HUTKPM
#HUTKPM21
#Skenario
#BetterFuture","['kpmunj2019', 'kpmprogresif', 'gembiraberkarya', 'menelitimembangunbangsa', 'hutkpm', 'hutkpm21', 'skenario', 'betterfuture']",78,[]
484,adi_iii,"PAID PROMOTE EXPO 13.0 KPM UNJ 
BT21 x UNIQLO

T-shirt limited edition kolaborasi antara UNIQLO dan karakter LINE BT21 yang rilis global 21 Juni 2019 kemarin ini sudah SOLD OUT di semua store UNIQLO lho !!! Buat kalian yang belum punya bisa cek instagram kita di @kingdumcollection

READY STOCK semua karakter
(Koya, RJ, Shooky, Mang, Chimmy, Tata, Cooky)

So tunggu apa lagi go follow ig @kingdumcollection sekarang !! #BT21 #bt21xuniqlo #bt21merchandise #koya #rj #shooky #mang #chimmy #tata #cooky
#OpenPaidPromote #bikinviralusaha #OpenPaidPromoteEXPO13KPM #promobisnis #20190625","['bt21', 'bt21xuniqlo', 'bt21merchandise', 'koya', 'rj', 'shooky', 'mang', 'chimmy', 'tata', 'cooky', 'openpaidpromote', 'bikinviralusaha', 'openpaidpromoteexpo13kpm', 'promobisnis', '20190625']",19,['Astaghfirullah lagi bljr agama malah jualan']
485,adi_iii,"""Education is the most powerful weapon which you can use to change the world.""
- Nelson Mandela

Saya Adi selaku Panitia IDEA#2 siap berkontribusi penuh pada penyelenggaraan Lomba Karya Tulis Ilmiah Nasional - Inovasi Pendidikan Indonesia (IDEA) #2 yang diselenggarakan oleh Universitas Negeri Jakarta pada 26 April 2019
.
.
.
Stay update, follow @kpmunj on IG
.
.
.
#LKTINIDEA#2
#InisiatorPendidikanIndonesia
#KPMProgresif
#GembiraBerkarya","['2', '2', 'lktinidea', '2', 'inisiatorpendidikanindonesia', 'kpmprogresif', 'gembiraberkarya']",101,[]
486,adi_iii,"Meneliti Membangun Bangsa ~
.
Teknologi 2
.
.
#OABKPMUNJ2018
#OrientasiAnggotaBaru
#Semangatmeneliti
#OABSIP
#SportifInovatifProduktif","['oabkpmunj2018', 'orientasianggotabaru', 'semangatmeneliti', 'oabsip', 'sportifinovatifproduktif']",44,[]
487,adi_iii,"Lidah mertua atau nama latinnya sansevieria merupakan salah satu tanaman apotek hidup yang cukup terkenal di Indonesia. Tanaman ini banyak digunakan sebagai penghias di dalam ruangan karena lidah mertua bisa tumbuh meski dalam kondisi sedikit air dan cahaya matahari. Banyak orang belum tahu bahwa selain sebagai tanaman hias, sansevieria juga memiliki manfaat lain bagi lingkungan. Mau tahu apa aja?  Yuk cek video kita dari kelompok 25 FMIPA UNJ

Members :
@dinda.nc
@ammarzn
@ingefabian
@alaisarama
@dindarfianti_
@azizah2908
@hajarimtihani
@adi_iii
@rifqi_awsem
@ridhasyfarss
@amara.fitri6
@shfi_hz

#PKKMB2018
#PenggerakPeradaban
#BeraniBerkarya
#Bermanfaat
#BaktikuUntukIndonesiaMaju","['pkkmb2018', 'penggerakperadaban', 'beraniberkarya', 'bermanfaat', 'baktikuuntukindonesiamaju']",70,['Mantap Alhamdulillah ya di']
488,adi_iii,"Lidah mertua atau nama latinnya sansevieria merupakan salah satu tanaman apotek hidup yang cukup terkenal di Indonesia. Tanaman ini banyak digunakan sebagai penghias di dalam ruangan karena lidah mertua bisa tumbuh meski dalam kondisi sedikit air dan cahaya matahari. Banyak orang belum tahu bahwa selain sebagai tanaman hias, sansevieria juga memiliki manfaat lain bagi lingkungan. Mau tahu apa aja?  Yuk cek video kita dari kelompok 25 FMIPA UNJ
<<<<--------------- Members :
@dinda.nc
@ammarzn
@ingefabian
@alaisarama
@dindarfianti_
@azizah2908
@hajarimtihani
@adi_iii
@rifqi_awsem
@ridhasyfarss
@amara.fitri6
@shfi_hz

#PKKMB2018
#PenggerakPeradaban
#BeraniBerkarya
#Bermanfaat
#BaktikuUntukIndonesiaMaju","['pkkmb2018', 'penggerakperadaban', 'beraniberkarya', 'bermanfaat', 'baktikuuntukindonesiamaju']",58,"['Mana videonya beb)):', 'Adii....', 'Kamunya mana di?']"
489,adi_iii,"Kita hebat karena bersama
SSG",[],44,[]
490,adi_iii,24 25 hebat!!,[],46,"['follback kang', '@taufiqulr done', 'Follback kang', 'Follback kang', '@annastyasofyann udah', 'Follback Makasih']"
491,adi_iii,"Halllo, saya Adi Rahman sebagai Sekretaris siap bekerja keras untuk memeriahkan acara pertama kami yaitu GPC ""Gerentes Painting Competition"" Semoga lomba lukis payung yang kami adakan ini dapat membuat payung geulis di kancah internasional lebih eksis.  Aamiin
#SSGKece #LukisPayung2k17 #50PesertaCoy","['ssgkece', 'lukispayung2k17', '50pesertacoy']",32,"['Walac', 'Walah adiii', 'Walach blur']"
492,adi_iii,Berteriaklah semaumu~,[],26,"['Adiiiii follback ya ;)', '@nafisahnaz ok']"
493,adi_iii,Today,[],34,"['Asyik aya irna', 'Kang, follback', '@lutfidwiyanto_26 atos']"
494,adi_iii,semua akan indah pada waktunya,[],40,"['Aamiin di aamiin', 'Walacccc..abot :v', 'Adi follback']"
495,adi_iii,good job.... ,[],26,[]
496,adi_iii,#britamaX #britamaXskul2016 #britasikmalaya,"['britamax', 'britamaxskul2016', 'britasikmalaya']",32,[]
497,adi_iii,calon dokter :),[],15,['Adi folback @adi_iii']
498,adi_iii,:),[],13,['Follback di']
499,adi_iii,kentangggg... #firstpost #imback,"['firstpost', 'imback']",14,[]
500,adi_iii,Mountaineer,[],8,[]
501,kakangdaffa,"Little Ships of Dunkirk (World War II)
.
TheLittle Ships of Dunkirkwere about 850 private boatsthat sailed fromRamsgatein England toDunkirkin France between 26 May and 4 June 1940 as part ofOperation Dynamo, helping to rescue more than 338,000 British and French soldiers who weretrapped on the beaches at Dunkirkduring theSecond World War.
.
https://en.m.wikipedia.org/wiki/Little_Ships_of_Dunkirk",[],204,"['Youre always dressed according to the latest fashion', ""Barokallahu fikum kakangdaffa ,follow @farhadahraf , semogaa banyak manfaat 'ilmu yang dapat diambil. jazaakumullaahu khoiron"", 'Love this one.', 'Salam kenal kak likeback dan follback ya @kopistaminapria.id  kakangdaffa', '']"
502,kakangdaffa,"US-Soviet troops first contact (World War II)
.
The first contact between American and Soviet patrols occurred nearStrehla, after First LieutenantAlbert Kotzebue, an American soldier, crossed the River Elbe in a boat with three men of an intelligence and reconnaissance platoon. On the east bank they met forward elements of a Soviet Guards rifle regiment of theFirst Ukrainian Front, under the command ofLieutenant ColonelAlexander Gardiev. The same day, another patrol underSecond LieutenantWilliam Robertson with Frank Huff, James McDonnell and Paul Staub met a Soviet patrol commanded byLieutenantAlexander Silvashko on the destroyed Elbe bridge of Torgau.",[],188,"['Historian', '@haqnii']"
503,kakangdaffa,"The Christmas Truce (World War I)
.
Just after midnight on Christmas morning, the majority of German troops engaged in World War I cease firing their guns and artillery and commence to sing Christmas carols. At certain points along the eastern and western fronts, the soldiers of Russia, France, and Britain even heard brass bands joining the Germans in their joyous singing.
.
At the first light of dawn, many of the German soldiers emerged from their trenches and approached the Allied lines across no-mans-land, calling out Merry Christmas in their enemies native tongues. At first, the Allied soldiers feared it was a trick, but seeing the Germans unarmed they climbed out of their trenches and shook hands with the enemy soldiers. The men exchanged presents of cigarettes and plum puddings and sang carols and songs. There was even a documented case of soldiers from opposing sides playing a good-natured game of soccer.
.
https://en.m.wikipedia.org/wiki/Christmas_truce",[],130,"['Halo kalau kamu tertarik tentang info2 seputar Bea dan Cukai jangan lupa follow kita ya....', '...', 'I like your bio!!!', '']"
504,nilamoena,"You can be the ripest, juiciest peach in the world, and theres still going to be somebody who hates peaches. 

 Dita Von Teese",[],212,"['jd pengen makan buah', 'CANTIK BGTTT WOEE', 'Jepitan baru ciee beli di yayang ', 'Itu jepit nil? Tak kira sticker', 'Gak kukuuuuu', 'cantiknyooo', 'Yg kaya gini masi sendiri?', 'Anak jaman bgt dah ahh', 'gilaaa nih hitz unj bgt temen w']"
505,nilamoena,"The Portraits World Tour 07/27 words cant describe how happy I am, but scream can",[],178,"['Yang penting mah teriak dulu yaa ', 'aih greyson', 'OMGGGGGGGG', 'OOOOMMMMMGGGGG', 'akhirnya ya nill']"
506,nilamoena,s u n s e t s  are  proof  that  endings  can  also  be  b e a u t i f u l  too ,[],227,"['Bagaikan langit di sore hari', 'YESHH JADI AKHIRNYA INI YG DI-UPLOAD NIL? padahal kan aku saranin yg ituuu ', 'sunset nya cantik kaya orangnyaa', 'ah di edit ini sebenernya terang masi siang', 'Di semarang kan, ngakuu', 'Anak indie', 'Ashiappp', 'di kali item ya nil?']"
507,nilamoena,pinkeu,[],190,"['maless gabikin annual sekalian', 'Ini yg mana si jadinya', 'Udah di komen yaa', 'Kuping kucing', 'Yg itu ga di pajang di nil', 'yang kaya gini gapantes diphpin nih', 'kaya kucing tetangga', 'ibu nya udah ketemu dekk?', 'Follback ya ']"
508,nilamoena,'ngikut aja' 'yaudah' 'terserah',[],186,"['oke', 'sip', 'Memang kita tu butuh yg ngasih kepastian yagasi klo jalan wkwk', 'gaada gue', 'kata kunci cewe itu captnye wkwkw']"
509,nilamoena,,[],196,"['bulu2 e gede amat', 'Bhaday benerrr', 'Nila sudah dewasa ', 'pompomnya lutcuuu', 'Yomannn', 'Mancaaayyy', 'udah gedek ya nilaa', 'Khandmaend ma fren ', 'wagelaseee maba unj', 'yg kaya gini neh bikin batal puasa', 'waduh mana tahan', 'Kok lu ada alis nil... Dlu kaga', 'Edit edit ini huuu', 'Kek anak2 millenial wkwk', 'Wadudu nillll', 'mashaallah nilaa', 'asiq ni unj cantiq wkwkwkwkwk', 'Duuhhh gemessshhh ', '@nilamoena mo aje lo temenan ama bekasi', 'Cantikk si eneng', 'yang kaya gini masih disia2in? nyesel gilaa dah tu  ye gak nil? wkwkw', 'KU TERTINGGAL', 'Buset Busett ', 'Aduhhh', 'O JADI INI SEBUAH KETIDAK-SENGAJAAN', 'ah gewlah si', 'pls nila jangan gini nanti gue sukaa']"
510,nilamoena,Thank you for being a part of my days for the past almost 3 years,[],164,[]
511,nilamoena,   -SVT,[],192,"['Qaqa hitzzz', 'Terkejoet nil', 'ANJAYYY', 'Cantikkkk', 'Gilaa2', 'Asikkk nilaaaaa', 'Mana tahaaannnn', 'Yg kya gini di php-in?gilaa gilaaa', 'subhanallah ', 'nil jan nangis nil buset', 'Yang kayak gini ditinggal?parahparah', 'WKWKWKKWKWKW jenaka nih rik saudari nila @rikasafiras', 'Panutanq', '@nilamoena eaa jeng gue yaaa ternyataaa', 'Wahhh jangan buka kartuuu nilll wkwk @nilamoena', 'Anjass wkwk @nilamoena', 'Taken by sokap?', 'Flbck', 'nice pict kakak , keren....']"
512,nilamoena,"I'm not gonna lie that I was getting shock when he was telling the truth that he is a gay at sixteen. I have cried a lot recently. It feels like when you was starting to love someone for 5 years. And it's okay for me if he will announce us his new girlfriend as long as he happy. But the fact is I can't imagine how if he would have a date with a guy. For me it's cute when seeing two guys have a strong friendship but not by dating. I also know the fact that I'm not one part of his biological family so I don't even have the right to interfere in his life. And he has grown up, he can choose what's the best for him. His music? I've loved his music from Waiting Outside The Lines until the most recent Seasons. I've collected all the albums of him because I appreciate and love his work in music industry. Not gonna hypocritical too but most of Enchancer girls loves him from his visual too instead of his talent, including me. So it makes part of fan girls will leave him. I'm not gonna leave this fandom, because we support his music, what he likes and what makes him happy. But to be honest, I think that the way I love him nowadays and later, not the same as the last 5 years. No matter if someone says that I am a seasonal fan or whatever it is. So sorry for that, but i just want you to know that 'this is how i feels and how i think' Thank you for always being the one who inspired me and give positive things. Enchancer always be Enchancers #greysonchance",['greysonchance'],166,"['So agree ', 'Yes!! ', 'duh nila', 'Agreee', 'I dont know . I have cried a lot too . But i dont know, i love him, i always love him ', '', 'wkwkwk perbanyak solat malem sama istighfar nil', 'Wkwkwkwk', 'vvadu', 'Aduhhh nill', 'Yes!!', 'Hi, long time no chat @nilamoena , do you remember me? I understand your feeling ', 'Hi, It has been a long time. We as a girl ofc have the same feelings. Dat painful feels knowing him likes a guy @vivianchance96', ""@nilamoena It's okay about that, at least he was saying truth to us ""]"
513,nilamoena,'kita ga pernah foto brg' jadi inilah boomerang,[],147,"['yang boomerangin siapa ni btw:)', 'cantiknya ', 'Mayang lah yoeh wkwk @mayang.azz // duh pasti jendelanya kannn  @siapa.aqu', 'sekalinye foto bareng malah lamaan ngereceh dibanding foto nye', 'Itu kan boomerang ih nila', 'Nah wkwk @rikasafiras // yg poto ada, tp hasile gabagus wkwk. Iye juga sebenere captione emg gacocok tp gapapala @dindaoliv.ia', 'Baper deh kamyu @nilamoena', 'iyanih baper, gada yg pernah baperin soalnya(?) apasi gue-. wkwk @dindaoliv.ia', 'Curhattttt']"
514,nilamoena,"I'm thankful that I was born into a good family and everything I've ever gained and achieved in life  

Happy birthday jugak @sharloops",[],147,"['Makaci  habedeeee ughaa', 'happy birthday nilakuu', 'Hbd nilaa', 'Happy birthday to you', 'Sok pernah lahir ah', 'hbd nilaa', 'makasi tua bgt gue yaampun @sharloops // uww makasyii hasnaa kuu @hhhnanaxyz // makasii iel yang tak pernah ketemu lagii @arieldvnyah // makasii ka sekk @sceni.sceni', ""Makanye sini kenalan dulu, trus jabatan kek abis sholat 'kenalin gue org yg pernah lahir' okesip @kiaralutt // iya makasii @nadhir.aa"", 'A en je a yeeeee', 'Happy birthday qq nilaaaaaa', 'ANJAY. HAIIIIIII~ makasii dd kuu  wkwk  @_bungarizky', 'Happy birthday nilaaaa', 'Iyaa makasii adinaa @adinarmdhna // makasii mel itu kadonya juga makasi wkwk @cameliasalsabila_', 'Wkwk receh nil, emot ae dulu y wkwk', 'happy birthday nilaaaa', 'Happy born day bebep q ', 'Happy birthday kak nilaaa', 'Wihh nilaaa ultah ni?? Happy birthdayy nilaaaaaaa ', 'Happy birthday nilaa', 'Barakallah fii umrik nilaaQ btw kangen yaa huuuuu', 'Wkwk @cameliasalsabila_ // makasii amel @nabilaaarizqi_ // makasii lagi beps  @lailadzkryh // iya makasiii yaa hehe  @shab.chance // iyaa makasii alfiii aaa  @kalem.ajaaa // makasii rizkaaa @rizkaalifa // iyaaa makasi ciraaa, kangen ciraa jugaaa @anstsyctr28', 'Aaaaa makasii utiii 3 taunan masii inget kokss, uuu kangenn @putrinhw17', 'Happy Birthday Nilaaa uuuncch kangen niiy udh lama gk ketemu wkwkwkwk kapan nil kita maen bareng lagi skalian makan makan wkwkwkwk', 'Makasii lia amuba wkwk yokkk lah makan, lo yang traktir duluan tapi wkwk @zakiyalia', 'hbdd nilsayy', 'Makasii pip @afifaiueo', 'happy birthday nilaaaih gabilang bilang niii', 'Wkwk iyaaa makasii mayang kuh  @mayang.azz']"
515,nilamoena,"'I just want people to respect me as a musician and want people to know that i wrote these songs and i want people to know that this is a lot of me and i want them to be like, ""You know what? That's cool""'

I'm literally almost in tears at the end of watching all the episodes of the doc series. I know this will be the tears of joy, joy of knowing him succesfull and yes that made me really proud to be a fan of him. Greyson and his music brought so much happiness into my life. He has been a huge part of my life for 4 years. I want to say ""thank you for being you.""

Still waiting for the day that we'll meet. I dont know when, i just know it will come
#TheDrop #documentary #greysonchance","['thedrop', 'documentary', 'greysonchance']",176,"['Itu cara nontonnya gimana ya? Aku udah coba buka app nya tapi ga bisa terus', 'Tinggal sign up aja, trus nanti bakal ada yg keluar gitu, ikutin aja. Nanti bakal dapet free selama seminggu gitu @juparxx', 'Follback  @nilamoena', 'Done @anisaadwi_', 'Thanks @nilamoena', ""I really love @greysonchance's characteristics, he's really unique for me "", 'unchh']"
516,nilamoena,[Sancoftwo for the first win] Alhamdulillah 2nd winner,[],163,"['uu ', 'Uwuwuwuw', 'follback kak', 'Udah yap @citramtfnx']"
517,nilamoena,Babes,[],117,"['I c hottn and tbt part 1', ' @yunitaratnas']"
518,nilamoena,the trip,[],106,[]
519,ilkomunj17,"Edisi tukeran muka, by: @priawidi dengan bot di line",[],22,"['Astaghfirullah kadapat', 'Astagaaa di upload ', 'WKWKKWKWKKW WOI AH', 'HAHAHAHHAHAHA']"
520,ilkomunj17,"Tahun ketiga

Itungannya udah tua, tapi masih aja santuy ikut beginian

Makasiih @ilkomunj18!! ULTRAMILK",[],38,"['Hiyaa @irfzid', 'Slide 8 jumpscare hati2', 'Ngape kalian megang pisang @priawidi @arrilham', '@mauraputri kyk lagi musuhan', 'Huuhuuuuuuuu ']"
521,ilkomunj17,SEKARANG TERAKHIR NGISI KRS TAPI JADWAL KULIAHNYA BELUM ADA? YUK DAFTAR!,[],26,"['Ganteng anet ayank aq', 'alis nya ganahan', 'cewe ngalis juga kalah badai nya sama mal', 'Mau klarifikasi nih bunda,agar alis atau rambut-rambut lainnya tumbuh mantep bisa nih d olesi minyak kemiri selagi bayi', 'HAHAHAHAHA astagaaaa ']"
522,ilkomunj17,"Karamilk

Satu tahun yang lalu, dua hari setelah rangkaian acara Milk Kita, di ruang kelas sebelum dosen datang, nama karamilk dicetuskan. Hanya karena kegabutan yang sedang berlangsung di ruangan mata kuliah Pancasila, nama yang tercetus akhirnya terealisasi menjadi acara yang sangat membahagiakan kami. Di situ awal mula kami mulai merencanakan bagaimana acara akan berlangsung, walau masih hanya bercandaan semata.

Dan hari ini, kami merasa sangat senang karena telah mengadakan acara yang konsep namanya pun tidak perlu kami pikirkan lagi, Karamilk. Terima kasih, kakak-kakak dari angkatan 2013 hingga teman-teman dari angkatan 2018 yang telah memeriahkan. Semoga acara ini dapat mempersatukan dan mengakrabkan kita semua. Sekali lagi, terima kasih!

#Karamilk2018
#Garing
#GatheringSharingCaring
#IlmuKomputer","['karamilk2018', 'garing', 'gatheringsharingcaring', 'ilmukomputer']",36,[]
523,ilkomunj17,"Sepi banget, Mal",[],21,"['Dan terjadi lagi', '@maldini4869 dia kembali']"
524,ilkomunj17,Siluman duyung menerjang ombak,[],24,"['Captionnyaaa, sungguh menghibur', 'Add music babyshark lebih keren ', 'Siap siap aja ya mal ', 'Yee cumi', 'Pantesan aku ke rumah kamu mau ngajak main ke segitiga bermuda kamunya gaada, ternyata tersesat di daratan toh', 'Astaga......']"
525,ilkomunj17,"Ketika terlalu terbiasa menjawab salam

Iya ini BTS

Yang Korea-Korea itu?

Iyain aja deh",[],21,[]
